QTY_UOM,Description,Title,Url,ImageURL,UPC,Length,MFGPart,TesscoSKU,InStock_OutOfStock,Manufacturer,Price,ListPrice,CategoryTopology
1 FOOT,"ANDREW FSJ1-50, 1/4"" heat treated/ phase stabalized superflex cable. Spiral corrugated outer conductor, copper clad aluminum center conduc. Priced per ft.","1/4"" Heat treated/phase stabalized Superflex Cable",https://www.tessco.com/product/570295,https://avalanche.tessco.com/productimages/450x450/3113772%2Ejpg,729198147303,,35422-75,570295,InStock,CommScope, $2.02, $3.38,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Foam Coaxial Cable >1/4"" Foam Cable >SKU #570295"
1 EACH,"COMMSCOPE CNT-400-150M CNT-400, CNT® 50 Ohm Braided Coaxial Cable, variable, black PE jacket, 150M","CNT-400, CNT® 50 Ohm Braided Coaxial Cable, 150M",https://www.tessco.com/product/265641,https://avalanche.tessco.com/productimages/450x450/5547101%2Ejpg,646444536769,,CNT-400-150M,265641,InStock,CommScope, $272.09, $453.00,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >400 Series Cable >SKU #265641"
1 FOOT,"ANDREW 1/2"" Plenum Air 50 ohm cable. HL4RPV-50. Uses LDF4 connectors. Off White.*No automated prep tool available. MCPT-L4 is the prep tool that works.","1/2"" Plenum Air Cable, Off White",https://www.tessco.com/product/574840,https://avalanche.tessco.com/productimages/450x450/1462639%2Ejpg,888063388620,,HL4RPV-50,574840,InStock,CommScope, $1.81, $6.37,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Air Coaxial Cable >1/2"" Air Cable >SKU #574840"
500 FOOT,The Belden 8219-500 RG58/A/U coaxial cable (black) features a 96 percent braided shield to prevent RF loss. This 50 Ohm coax cable has a stranded center conductor. The RG58 cable also has a foam polyethylene dielectric. The black braided RG58A/U coax cable transmission line is MSHA approved.,RG58A/U Coaxial Cable MSHA - 500 ft,https://www.tessco.com/product/67515,https://avalanche.tessco.com/productimages/450x450/62585%2Ejpg,612825196358,,8219-500,67515,InStock,Belden, $181.09, $351.20,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >RG-58 Cable >SKU #67515"
1 EACH,"TIMES SMA Female Bulkhead Connector for 1/4"" LMR-240 foam dielectric cable. Solder center conductor, crimp on braid (.255 Hex). No-Braid-Trim Advantage.","SMA/F Bulkhead, 1/4"" LMR-240, No-Braid-Trim",https://www.tessco.com/product/500870,https://avalanche.tessco.com/productimages/450x450/3390679%2Ejpg,3190-2896,,TC-240-SF-SS-BH-X,500870,InStock,Times Microwave Systems, $20.79, $27.19,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors & Adapters for Braided Coax >SMA Connectors >SKU #500870"
1 EACH,CommScope L4-HMDM-15-SGW-D 15' D-CLASS LDF4-50A SureFlex® Jumper with interface types 4.3-10 Male and 7-16 Din Male with HELIAX® SureGuard weatherproofing.,15' LDF4-50A 4.3-10 Male - 7-16 DIN Male SureGuard,https://www.tessco.com/product/580777,https://avalanche.tessco.com/productimages/450x450/4338153%2Ejpg,729198894344,,L4-HMDM-15-SGW-D,580777,InStock,CommScope, $114.71, $142.92,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >Jumper Assemblies-Foam Cables >SKU #580777"
1 EACH,"COMMSCOPE CNT-400-150M CNT-400, CNT® 50 Ohm Braided Coaxial Cable, variable, black PE jacket, 150M","CNT-400, CNT® 50 Ohm Braided Coaxial Cable, 150M",https://www.tessco.com/product/265641,https://avalanche.tessco.com/productimages/450x450/5547101%2Ejpg,646444536769,,CNT-400-150M,265641,InStock,CommScope, $272.09, $453.00,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >400 Series Cable >SKU #265641"
1 EACH,"COMMSCOPE CNT-400-150M CNT-400, CNT® 50 Ohm Braided Coaxial Cable, variable, black PE jacket, 150M","CNT-400, CNT® 50 Ohm Braided Coaxial Cable, 150M",https://www.tessco.com/product/265641,https://avalanche.tessco.com/productimages/450x450/5547101%2Ejpg,646444536769,,CNT-400-150M,265641,InStock,CommScope, $272.09, $453.00,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >400 Series Cable >SKU #265641"
5 PACK,"COMMSCOPE Reattachment kit for 1-5/8"" HJ7-50A air coaxial cable. For use with the following connector part numbers: H7PNF, 87PN, 87S, 87SG.  Includes O-ring and gasket parts.","Reattachment Kit for 1-5/8"" HJ7-50A",https://www.tessco.com/product/514215,https://avalanche.tessco.com/productimages/450x450/3821764%2Ejpg,729198555610,,34767A-7,514215,InStock,CommScope, $12.54, $15.90,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors for Foam Coax Cable >Connector Pins & Parts >SKU #514215"
500 FOOT,The Belden 8219-500 RG58/A/U coaxial cable (black) features a 96 percent braided shield to prevent RF loss. This 50 Ohm coax cable has a stranded center conductor. The RG58 cable also has a foam polyethylene dielectric. The black braided RG58A/U coax cable transmission line is MSHA approved.,RG58A/U Coaxial Cable MSHA - 500 ft,https://www.tessco.com/product/67515,https://avalanche.tessco.com/productimages/450x450/62585%2Ejpg,612825196358,,8219-500,67515,InStock,Belden, $181.09, $351.20,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >RG-58 Cable >SKU #67515"
1000 FOOT,The Andrew AL4RPV-50 1/2 inch plenum-rated coaxial cable features an air dielectric. This 50 Ohm coax cable has an aluminum outer conductor and a copper-clad aluminuminner conductor. The jacket is off white. This transmission line uses L4Txx-PSA style connectors. Maximum frequency capacity is 6.0 GHz.,"1/2"" Plenum Air Aluminum",https://www.tessco.com/product/509654,https://avalanche.tessco.com/productimages/450x450/3864803%2Ejpg,729198593438,,AL4RPV-50-1000-B,509654,InStock,CommScope, $1, $3,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Air Coaxial Cable >1/2"" Air Cable >SKU #509654"
1 EACH,CommScope L4-HMDM-15-SGW-D 15' D-CLASS LDF4-50A SureFlex® Jumper with interface types 4.3-10 Male and 7-16 Din Male with HELIAX® SureGuard weatherproofing.,15' LDF4-50A 4.3-10 Male - 7-16 DIN Male SureGuard,https://www.tessco.com/product/580777,https://avalanche.tessco.com/productimages/450x450/4338153%2Ejpg,729198894344,,L4-HMDM-15-SGW-D,580777,InStock,CommScope, $114.71, $142.92,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >Jumper Assemblies-Foam Cables >SKU #580777"
500 FOOT,The Belden 8219-500 RG58/A/U coaxial cable (black) features a 96 percent braided shield to prevent RF loss. This 50 Ohm coax cable has a stranded center conductor. The RG58 cable also has a foam polyethylene dielectric. The black braided RG58A/U coax cable transmission line is MSHA approved.,RG58A/U Coaxial Cable MSHA - 500 ft,https://www.tessco.com/product/67515,https://avalanche.tessco.com/productimages/450x450/62585%2Ejpg,612825196358,,8219-500,67515,InStock,Belden, $181.09, $351.20,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >RG-58 Cable >SKU #67515"
1 EACH,"TIMES SMA Female Bulkhead Connector for 1/4"" LMR-240 foam dielectric cable. Solder center conductor, crimp on braid (.255 Hex). No-Braid-Trim Advantage.","SMA/F Bulkhead, 1/4"" LMR-240, No-Braid-Trim",https://www.tessco.com/product/500870,https://avalanche.tessco.com/productimages/450x450/3390679%2Ejpg,3190-2896,,TC-240-SF-SS-BH-X,500870,InStock,Times Microwave Systems, $20.79, $27.19,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors & Adapters for Braided Coax >SMA Connectors >SKU #500870"
1 FOOT,"COMMSCOPE 1/4"" Superflexible High Power, high temperature 50Ohm plenum rated coaxial cable, corrugated copper, white FR-PVC jacket.","PTS1-50 1/4"" Superflex High Pwr/Temp Plenum Cable",https://www.tessco.com/product/501187,https://avalanche.tessco.com/productimages/450x450/3325702%2Ejpg,729198384548,,PTS1-50-P,501187,InStock,CommScope, $3.05, $4.87,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Foam Coaxial Cable >1/4"" Foam Cable >SKU #501187"
1 FOOT,"ANDREW 1/2"" Plenum Air 50 ohm cable. HL4RPV-50. Uses LDF4 connectors. Off White.*No automated prep tool available. MCPT-L4 is the prep tool that works.","1/2"" Plenum Air Cable, Off White",https://www.tessco.com/product/574840,https://avalanche.tessco.com/productimages/450x450/1462639%2Ejpg,888063388620,,HL4RPV-50,574840,InStock,CommScope, $1.81, $6.37,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Air Coaxial Cable >1/2"" Air Cable >SKU #574840"
1 FOOT,"ANDREW FSJ1-50, 1/4"" heat treated/ phase stabalized superflex cable. Spiral corrugated outer conductor, copper clad aluminum center conduc. Priced per ft.","1/4"" Heat treated/phase stabalized Superflex Cable",https://www.tessco.com/product/570295,https://avalanche.tessco.com/productimages/450x450/3113772%2Ejpg,729198147303,,35422-75,570295,InStock,CommScope, $2.02, $3.38,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Foam Coaxial Cable >1/4"" Foam Cable >SKU #570295"
500 FOOT,The Belden 8219-500 RG58/A/U coaxial cable (black) features a 96 percent braided shield to prevent RF loss. This 50 Ohm coax cable has a stranded center conductor. The RG58 cable also has a foam polyethylene dielectric. The black braided RG58A/U coax cable transmission line is MSHA approved.,RG58A/U Coaxial Cable MSHA - 500 ft,https://www.tessco.com/product/67515,https://avalanche.tessco.com/productimages/450x450/62585%2Ejpg,612825196358,,8219-500,67515,InStock,Belden, $181.09, $351.20,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >RG-58 Cable >SKU #67515"
1 EACH,"TIMES N Male No Trim Braid Connector for LMR400-LL-PL plenum rated cable. Solder center pin, crimp ferrule.  50 Ohms. ","N Male for LMR400-LL-PL, No Trim Braid",https://www.tessco.com/product/517109,https://avalanche.tessco.com/productimages/450x450/3421080%2Ejpg,3190-2962,,TC-400-NMH-PL-X,517109,InStock,Times Microwave Systems, $11.43, $14.50,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors & Adapters for Braided Coax >N Connectors >SKU #517109"
1 EACH,"WIRELESS SOLUTIONS 18"" TWS-195 Antenna extension cable with N Plug (Male) to RT Angle RPSMA Plug (Male) ","18"" TWS-195 Jumper N Plug to RARP SMA Plug",https://www.tessco.com/product/501466,https://avalanche.tessco.com/productimages/450x450/3278632%2Ejpg,729198207861,,195-07-20RA-P18&quot;,501466,InStock,Ventev, $17.81, $25.46,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >50 Ohm Braided Assemblies >SKU #501466"
1 EACH,CommScope L4-HMDM-15-SGW-D 15' D-CLASS LDF4-50A SureFlex® Jumper with interface types 4.3-10 Male and 7-16 Din Male with HELIAX® SureGuard weatherproofing.,15' LDF4-50A 4.3-10 Male - 7-16 DIN Male SureGuard,https://www.tessco.com/product/580777,https://avalanche.tessco.com/productimages/450x450/4338153%2Ejpg,729198894344,,L4-HMDM-15-SGW-D,580777,InStock,CommScope, $114.71, $142.92,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >Jumper Assemblies-Foam Cables >SKU #580777"
1 EACH,"COMMSCOPE Polyethylene 3/8"" Tubing for indoor/outdoor applications. Black. 25 foot putup. ","25' Polyethylene 3/8"" Tubing",https://www.tessco.com/product/574651,https://avalanche.tessco.com/productimages/450x450/1485671%2Ejpg,AE01K-D0840-025,,AE01K-D0840-025,574651,InStock,CommScope, $14.73, $17.00,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Air Pressure Systems >Dehydrator Accessories >SKU #574651"
1 EACH,"COMMSCOPE Polyethylene 3/8"" Tubing for indoor/outdoor applications. Black. 25 foot putup. ","25' Polyethylene 3/8"" Tubing",https://www.tessco.com/product/574651,https://avalanche.tessco.com/productimages/450x450/1485671%2Ejpg,AE01K-D0840-025,,AE01K-D0840-025,574651,InStock,CommScope, $14.73, $17.00,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Air Pressure Systems >Dehydrator Accessories >SKU #574651"
1 EACH,"WIRELESS SOLUTIONS 18"" TWS-195 Antenna extension cable with N Plug (Male) to RT Angle RPSMA Plug (Male) ","18"" TWS-195 Jumper N Plug to RARP SMA Plug",https://www.tessco.com/product/501466,https://avalanche.tessco.com/productimages/450x450/3278632%2Ejpg,729198207861,,195-07-20RA-P18&quot;,501466,InStock,Ventev, $17.81, $25.46,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >50 Ohm Braided Assemblies >SKU #501466"
1 EACH,"COMMSCOPE Polyethylene 3/8"" Tubing for indoor/outdoor applications. Black. 25 foot putup. ","25' Polyethylene 3/8"" Tubing",https://www.tessco.com/product/574651,https://avalanche.tessco.com/productimages/450x450/1485671%2Ejpg,AE01K-D0840-025,,AE01K-D0840-025,574651,InStock,CommScope, $14.73, $17.00,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Air Pressure Systems >Dehydrator Accessories >SKU #574651"
1 FOOT,"ANDREW 1/2"" Plenum Air 50 ohm cable. HL4RPV-50. Uses LDF4 connectors. Off White.*No automated prep tool available. MCPT-L4 is the prep tool that works.","1/2"" Plenum Air Cable, Off White",https://www.tessco.com/product/574840,https://avalanche.tessco.com/productimages/450x450/1462639%2Ejpg,888063388620,,HL4RPV-50,574840,InStock,CommScope, $1.81, $6.37,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Air Coaxial Cable >1/2"" Air Cable >SKU #574840"
1 FOOT,"ANDREW FSJ1-50, 1/4"" heat treated/ phase stabalized superflex cable. Spiral corrugated outer conductor, copper clad aluminum center conduc. Priced per ft.","1/4"" Heat treated/phase stabalized Superflex Cable",https://www.tessco.com/product/570295,https://avalanche.tessco.com/productimages/450x450/3113772%2Ejpg,729198147303,,35422-75,570295,InStock,CommScope, $2.02, $3.38,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Foam Coaxial Cable >1/4"" Foam Cable >SKU #570295"
1 FOOT,"COMMSCOPE 1/4"" Superflexible High Power, high temperature 50Ohm plenum rated coaxial cable, corrugated copper, white FR-PVC jacket.","PTS1-50 1/4"" Superflex High Pwr/Temp Plenum Cable",https://www.tessco.com/product/501187,https://avalanche.tessco.com/productimages/450x450/3325702%2Ejpg,729198384548,,PTS1-50-P,501187,InStock,CommScope, $3.05, $4.87,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Foam Coaxial Cable >1/4"" Foam Cable >SKU #501187"
5 PACK,"COMMSCOPE Reattachment kit for 1-5/8"" HJ7-50A air coaxial cable. For use with the following connector part numbers: H7PNF, 87PN, 87S, 87SG.  Includes O-ring and gasket parts.","Reattachment Kit for 1-5/8"" HJ7-50A",https://www.tessco.com/product/514215,https://avalanche.tessco.com/productimages/450x450/3821764%2Ejpg,729198555610,,34767A-7,514215,InStock,CommScope, $12.54, $15.90,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors for Foam Coax Cable >Connector Pins & Parts >SKU #514215"
500 ROLL,"The Andrew CNT-600-FR-500 1/2 inch braided coaxial cable features a fire-retardant, non-halogenated (CATVR) jacket designed for in-building use. This 50 Ohm coax cable transmission line has a maximum frequency capacity of 10.3 GHz.","1/2"" CNT-600 Fire Retardant Cable, 500Ft",https://www.tessco.com/product/540168,https://avalanche.tessco.com/productimages/450x450/4053660%2Ejpg,729198717841,,CNT-600-FR-500,540168,InStock,CommScope, $829.59, $1,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >240 Series Cable >SKU #540168"
1 EACH,"TIMES N Male No Trim Braid Connector for LMR400-LL-PL plenum rated cable. Solder center pin, crimp ferrule.  50 Ohms. ","N Male for LMR400-LL-PL, No Trim Braid",https://www.tessco.com/product/517109,https://avalanche.tessco.com/productimages/450x450/3421080%2Ejpg,3190-2962,,TC-400-NMH-PL-X,517109,InStock,Times Microwave Systems, $11.43, $14.50,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors & Adapters for Braided Coax >N Connectors >SKU #517109"
1 EACH,"RF INDUSTRIES N male connector for RG55, RG223, RG142, Belden 8219 & 9907 cable. Silver plated body, gold pin. Crimp center pin, crimp on braid.",N Male Crimp-RG55/RG142,https://www.tessco.com/product/54680,https://avalanche.tessco.com/productimages/450x450/44190%2Ejpg,729198546809,,RFN-1005-3C1,54680,InStock,RF Industries, $4.21, $7.38,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors & Adapters for Braided Coax >N Connectors >SKU #54680"
1 EACH,"For wireless networking professionals, Ventev’s N Male/Plug for 195 Cable coaxial cable connectors offer the best value in the industry. Unlike other component suppliers, Ventev connectors offer an unsurpassed combination of performance and price delivering upon customer expectations across thousands of wireless installations. The Ventev Straight style connector is compatible w/ 195 series cables such as TWS-195/RG58/RG142",N Male/Plug for 195 Cable,https://www.tessco.com/product/430967,https://avalanche.tessco.com/productimages/450x450/270788%2Ejpg,646444309677,,CON-07-195,430967,InStock,Ventev / TerraWave, $3.32, $5.49,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors & Adapters for Braided Coax >N Connectors >SKU #430967"
1000 FOOT,"BELDEN RG59/U Jan-C-17A Red coaxial cable. 73 ohm, solid center conductor. Polyethylene 95% shield coverage. 66% vel of prop. 10.9dB loss/100' @ 900 MHz.",RG59/U SPL MIL - 1000ft (red),https://www.tessco.com/product/432797,https://avalanche.tessco.com/productimages/450x450/247281%2Ejpg,612825358664,,8241 002U1000,432797,InStock,Belden, $451.24, $499.90,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >75 Ohm Braided Coax Cable >RG-59 Cable >SKU #432797"
1000 FOOT,BELDEN RG6 75 ohm coaxial cable with messenger. 18 ga. solid center cond. with foil and braid shields. Sweep tested from 950-2250 MHz. 1000' spool.,18awg w/mess. Shielded RG6 Cable - 1000ft,https://www.tessco.com/product/430195,https://avalanche.tessco.com/productimages/450x450/135132%2Ejpg,612825124276,,1839A,430195,InStock,Belden, $186.26, $204.00,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >75 Ohm Braided Coax Cable >RG-6 Cable >SKU #430195"
1 FOOT,The Times Microwave LMR-500 1/2 inch superflex cable is superflexible because of its stranded outer conductor. This 50 Ohm coax cable has a copper-clad aluminum center conductor. The low loss coaxial cable transmission line has a UV-resistant Polyethylene jacket for outdoor use. Maximum frequency capacity is 12.6 GHz.,"LMR-500 1/2"" Flex Cable",https://www.tessco.com/product/48279,https://avalanche.tessco.com/productimages/450x450/37777%2Ejpg,729198482794,,LMR-500,48279,InStock,Times Microwave Systems, $1.48, $1.86,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >500 Series Cable >SKU #48279"
1000 FOOT,"The Belden 7733A RG8/U foam FEP dielectric cable is specifically designed for use in return air handling plenums. This indoor, fire-retardant 50 Ohm coax cable features a solid center conductor, duofoil, and 90 percent coverage tinned copper braid. ",Belden 7733A RG8/U Plenum Coax - 1000ft,https://www.tessco.com/product/48780,https://avalanche.tessco.com/productimages/450x450/39502%2Ejpg,729198487805,,7733A,48780,InStock,Belden, $3, $7,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >RG-8 Cable >SKU #48780"
1 EACH,"TIMES SMA Female Bulkhead Connector for 1/4"" LMR-240 foam dielectric cable. Solder center conductor, crimp on braid (.255 Hex). No-Braid-Trim Advantage.","SMA/F Bulkhead, 1/4"" LMR-240, No-Braid-Trim",https://www.tessco.com/product/500870,https://avalanche.tessco.com/productimages/450x450/3390679%2Ejpg,3190-2896,,TC-240-SF-SS-BH-X,500870,InStock,Times Microwave Systems, $20.79, $27.19,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors & Adapters for Braided Coax >SMA Connectors >SKU #500870"
1 FOOT,"The Belden RF400-FR flexible low loss coaxial cable is a non-halogenated, low smoke, fire-retardant cable designed for in-building applications. This .405 inch, 50 Ohm coax cable has a 100 percent dufoil and 95 percent tinned copper braid shield for low loss.",RF400-FR  Low Loss RG Cable,https://www.tessco.com/product/483998,https://avalanche.tessco.com/productimages/450x450/267490%2Ejpg,612825189800,,RF400-FR,483998,InStock,Belden, $1.05, $1.98,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >400 Series Cable >SKU #483998"
1000 FOOT,BELDEN RG6/U CATV Coaxial Cable. 75 ohm. Duobond Plus shield with two foils and one 60% braid. Swept to 2.25 GHz. 1000' spool.,RG6/U CATV Shielded Coax Cable - 1000ft,https://www.tessco.com/product/48700,https://avalanche.tessco.com/productimages/450x450/38314%2Ejpg,612825123910,,1829A,48700,InStock,Belden, $144.75, $158.70,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >75 Ohm Braided Coax Cable >RG-6 Cable >SKU #48700"
1000 FOOT,The Andrew AL4RPV-50 1/2 inch plenum-rated coaxial cable features an air dielectric. This 50 Ohm coax cable has an aluminum outer conductor and a copper-clad aluminuminner conductor. The jacket is off white. This transmission line uses L4Txx-PSA style connectors. Maximum frequency capacity is 6.0 GHz.,"1/2"" Plenum Air Aluminum",https://www.tessco.com/product/509654,https://avalanche.tessco.com/productimages/450x450/3864803%2Ejpg,729198593438,,AL4RPV-50-1000-B,509654,InStock,CommScope, $1, $3,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Air Coaxial Cable >1/2"" Air Cable >SKU #509654"
5 PACK,"COMMSCOPE Reattachment kit for 1-5/8"" HJ7-50A air coaxial cable. For use with the following connector part numbers: H7PNF, 87PN, 87S, 87SG.  Includes O-ring and gasket parts.","Reattachment Kit for 1-5/8"" HJ7-50A",https://www.tessco.com/product/514215,https://avalanche.tessco.com/productimages/450x450/3821764%2Ejpg,729198555610,,34767A-7,514215,InStock,CommScope, $12.54, $15.90,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors for Foam Coax Cable >Connector Pins & Parts >SKU #514215"
